Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"
ENSG00000108509	CAMTA2	KIAA0909	"Calmodulin binding transcription activator 2"	O94983	17	4967992-4987652	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	Activator	
ENSG00000092529	CAPN3	"CANP3, LGMD2, LGMD2A, nCL-1, p94"	"Calpain 3"	P20807	15	42359500-42412318	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"		"Hydrolase, Protease, Thiol protease"	"Disease mutation, Limb-girdle muscular dystrophy"
ENSG00000105519	CAPS	"CAPS1, MGC126562"	Calcyphosine		19	5911707-5915877	"Predicted intracellular proteins"			
ENSG00000152611	CAPSL	MGC26610	"Calcyphosine like"	Q8WWF8	5	35904295-35938779	"Predicted intracellular proteins"			
ENSG00000204682	CASC10	"bA418C1.3, C10orf114"	"Cancer susceptibility 10"	Q5T4H9	10	21492658-21497262	"Predicted intracellular proteins"			
ENSG00000239521	CASTOR3	"DKFZp686B07267, GATS, STAG3OS"	"CASTOR family member 3"	Q8NAP1	7	100200653-100272218	"Predicted intracellular proteins"			
ENSG00000099625	CBARP	"BARP, C19orf26, DOS, MGC40084"	"CACN beta subunit associated regulatory protein"	Q8N350	19	1228287-1238027	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000054803	CBLN4	"CBLNL1, dJ885A10.1"	"Cerebellin 4 precursor"	Q9NTU7	20	55997440-56005472	"Plasma proteins, Predicted secreted proteins"			
ENSG00000274276	CBSL		"Cystathionine-beta-synthase like"	P0DN79	21	6444869-6468040	"Enzymes, Predicted intracellular proteins"	"Amino-acid biosynthesis, Cysteine biosynthesis"	Lyase	
ENSG00000180347	CCDC129	FLJ38344	"Coiled-coil domain containing 129"	Q6ZRS4	7	31514071-31658720	"Predicted intracellular proteins"			
ENSG00000244607	CCDC13	FLJ25467	"Coiled-coil domain containing 13"	Q8IYE1	3	42692663-42773253	"Predicted intracellular proteins"	"Cilium biogenesis/degradation"		
ENSG00000163081	CCDC140	FLJ32447	"Coiled-coil domain containing 140"	Q96MF4	2	222298147-222305217	"Predicted intracellular proteins"			
ENSG00000135205	CCDC146	KIAA1505	"Coiled-coil domain containing 146"	Q8IYE0	7	77122434-77329533	"Predicted intracellular proteins"			
ENSG00000198003	CCDC151	MGC20983	"Coiled-coil domain containing 151"	A5D8V7	19	11420604-11435782	"Disease related genes, Predicted intracellular proteins"	"Cilium biogenesis/degradation"		"Ciliopathy, Kartagener syndrome, Primary ciliary dyskinesia"
ENSG00000177875	CCDC184	"C12orf68, LOC387856"	"Coiled-coil domain containing 184"	Q52MB2	12	48183584-48185926	"Predicted intracellular proteins"			
ENSG00000284862	CCDC39		"Coiled-coil domain containing 39"	Q9UFE4	3	180602858-180679500	"Disease related genes, Predicted intracellular proteins"			"Ciliopathy, Kartagener syndrome, Primary ciliary dyskinesia"
ENSG00000183273	CCDC60	MGC39827	"Coiled-coil domain containing 60"	Q8IWA6	12	119334712-119541047	"Predicted intracellular proteins"			
ENSG00000149201	CCDC81	"FLJ16339, FLJ23514"	"Coiled-coil domain containing 81"	Q6ZN84	11	86374736-86423109	"Predicted intracellular proteins"			
ENSG00000055813	CCDC85A	KIAA1912	"Coiled-coil domain containing 85A"	Q96PX6	2	56184123-56386173	"Predicted intracellular proteins"			
ENSG00000168071	CCDC88B	"BRLZ, CCDC88, FLJ00354, FLJ37970, GIPIE, HkRP3"	"Coiled-coil domain containing 88B"	A6NC98	11	64340223-64357534	"Predicted intracellular proteins"	"Stress response"		
ENSG00000262484	CCER2		"Coiled-coil glutamate rich protein 2"	I3L3R5	19	38908980-38912158	"Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000276085	CCL3L1	"CCL3L3, D17S1718, G0S19-2, LD78BETA, MGC12815, SCYA3L, SCYA3L1"	"C-C motif chemokine ligand 3 like 1"	P16619	17	36194869-36196758	"Predicted secreted proteins"	Chemotaxis	Cytokine	
ENSG00000175305	CCNE2	CYCE2	"Cyclin E2"	O96020	8	94879770-94896678	"Cancer-related genes, Predicted intracellular proteins"	"Cell cycle, Cell division"	Cyclin	"Cancer-related genes"
ENSG00000118816	CCNI	CCNI1	"Cyclin I"	Q14094	4	77047158-77076005	"Predicted intracellular proteins"		Cyclin	
ENSG00000135083	CCNJL	FLJ14166	"Cyclin J like"	Q8IV13	5	160249106-160345396	"Predicted intracellular proteins"		Cyclin	
ENSG00000103540	CCP110	"CP110, KIAA0419"	"Centriolar coiled-coil protein 110"	O43303	16	19523811-19553408	"Plasma proteins, Predicted intracellular proteins"	"Cilium biogenesis/degradation"		
ENSG00000154429	CCSAP	"C1orf96, CSAP, FLJ41471"	"Centriole, cilia and spindle associated protein"	Q6IQ19	1	229321005-229343294	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"	"Developmental protein"	
ENSG00000184305	CCSER1	"FAM190A, KIAA1680"	"Coiled-coil serine rich protein 1"	Q9C0I3	4	90127535-91601913	"Predicted intracellular proteins"			
ENSG00000117281	CD160	"BY55, NK1, NK28"	"CD160 molecule"	O95971	1	145719471-145739288	"CD markers, Predicted intracellular proteins"	"Adaptive immunity, Angiogenesis, Immunity, Innate immunity"	Receptor	
ENSG00000114013	CD86	"B7-2, B7.2, CD28LG2"	"CD86 molecule"	P42081	3	122055366-122121139	"CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Adaptive immunity, Host-virus interaction, Immunity"	"Host cell receptor for virus entry, Receptor"	"FDA approved drug targets"
ENSG00000002586	CD99	MIC2	"CD99 molecule (Xg blood group)"	P14209	X	2691133-2741309	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"		
ENSG00000154162	CDH12	"Br-cadherin, CDHB"	"Cadherin 12"	P55289	5	21750673-22853622	"Plasma proteins, Predicted membrane proteins"	"Cell adhesion"		
ENSG00000179242	CDH4		"Cadherin 4"	P55283	20	61252426-61940617	"Predicted membrane proteins"	"Cell adhesion"		
ENSG00000117266	CDK18	"PCTAIRE3, PCTK3"	"Cyclin dependent kinase 18"	Q07002	1	205504595-205532793	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000155111	CDK19	"bA346C16.3, CDC2L6, CDK11, KIAA1028"	"Cyclin dependent kinase 19"	Q9BWU1	6	110609978-110815958	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000164885	CDK5	PSSALRE	"Cyclin dependent kinase 5"	Q00535	7	151053812-151058530	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Apoptosis, Biological rhythms, Cell cycle, Cell division, Neurogenesis"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Lissencephaly, Neurodegeneration"
ENSG00000008086	CDKL5	"CFAP247, EIEE2, STK9"	"Cyclin dependent kinase like 5"	O76039	X	18425583-18653629	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	"Disease mutation, Epilepsy, Mental retardation"
ENSG00000109089	CDR2L	HUMPPA	"Cerebellar degeneration related protein 2 like"	Q86X02	17	74987632-75005800	"Predicted intracellular proteins"			
ENSG00000166446	CDYL2	FLJ38866	"Chromodomain Y like 2"	Q8N8U2	16	80597906-80804329	"Predicted intracellular proteins"			
ENSG00000099954	CECR2	KIAA1740	"CECR2, histone acetyl-lysine reader"	Q9BXF3	22	17359949-17558149	"Predicted intracellular proteins"		"Chromatin regulator"	
ENSG00000159409	CELF3	"BRUNOL1, CAGH4, ERDA4, MGC57297, TNRC4"	"CUGBP Elav-like family member 3"	Q5SZQ8	1	151702404-151716814	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	"Activator, RNA-binding"	
ENSG00000140488	CELF6	BRUNOL6	"CUGBP Elav-like family member 6"	Q96J87	15	72284727-72320129	"Predicted intracellular proteins"	"mRNA processing"	RNA-binding	
ENSG00000143126	CELSR2	"ADGRC2, CDHF10, EGFL2, Flamingo1, KIAA0279, MEGF3"	"Cadherin EGF LAG seven-pass G-type receptor 2"	Q9HCU4	1	109250019-109275750	"G-protein coupled receptors, Predicted membrane proteins"		"Developmental protein, G-protein coupled receptor, Receptor, Transducer"	
ENSG00000008300	CELSR3	"ADGRC3, CDHF11, EGFL1, FMI1, HFMI1, MEGF2"	"Cadherin EGF LAG seven-pass G-type receptor 3"	Q9NYQ7	3	48636469-48662915	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"Developmental protein, G-protein coupled receptor, Receptor, Transducer"	
ENSG00000147869	CER1	DAND4	"Cerberus 1, DAN family BMP antagonist"	O95813	9	14719724-14722717	"Predicted secreted proteins"		Cytokine	
ENSG00000167123	CERCAM	"CEECAM1, CerCAM, GLT25D3"	"Cerebral endothelial cell adhesion molecule"	Q5T4B2	9	128411751-128437351	"Predicted intracellular proteins"	"Cell adhesion"		
ENSG00000188452	CERKL	RP26	"Ceramide kinase like"	Q49MI3	2	181536676-181680665	"Disease related genes, Predicted intracellular proteins"			"Disease mutation, Retinitis pigmentosa"
ENSG00000163885	CFAP100	"CCDC37, FLJ40083, MIA1"	"Cilia and flagella associated protein 100"	Q494V2	3	126394939-126436556	"Predicted intracellular proteins"			
ENSG00000156206	CFAP161	"C15orf26, FLJ38615"	"Cilia and flagella associated protein 161"	Q6P656	15	81007033-81149175	"Predicted intracellular proteins"			
ENSG00000197748	CFAP43	"bA373N18.2, C10orf79, FLJ22944, FLJ36006, WDR96"	"Cilia and flagella associated protein 43"	Q8NDM7	10	104129888-104232362	"Predicted intracellular proteins"	"Cilium biogenesis/degradation"		"Disease mutation"
ENSG00000206530	CFAP44	"FLJ11142, WDR52"	"Cilia and flagella associated protein 44"	Q96MT7	3	113286947-113441610	"Predicted intracellular proteins"			
ENSG00000165164	CFAP47	"CHDC2, CXorf22, CXorf30, CXorf59, FLJ36601, MGC34831, RP13-11B7.1"	"Cilia and flagella associated protein 47"	Q6ZTR5	X	35919734-36385319	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000172361	CFAP53	"CCDC11, FLJ32743"	"Cilia and flagella associated protein 53"	Q96M91	18	50227193-50266522	"Disease related genes, Predicted intracellular proteins"		"Developmental protein"	"Ciliopathy, Disease mutation, Heterotaxy"
ENSG00000188596	CFAP54	"C12orf55, C12orf63, FLJ31514, FLJ44112"	"Cilia and flagella associated protein 54"	Q96N23	12	96489571-96875555	"Predicted intracellular proteins, Predicted membrane proteins"	"Cilium biogenesis/degradation, Differentiation, Spermatogenesis"		
ENSG00000181378	CFAP65	"CCDC108, DKFZp434O0527, MGC35338"	"Cilia and flagella associated protein 65"	Q6ZU64	2	219002846-219041527	"Predicted intracellular proteins"	"Cilium biogenesis/degradation"		"Disease mutation"
ENSG00000186710	CFAP73	"CCDC42B, MIA2"	"Cilia and flagella associated protein 73"	A6NFT4	12	113149858-113159276	"Predicted intracellular proteins"			
ENSG00000142609	CFAP74	"C1orf222, FLJ45476, KIAA1751"	"Cilia and flagella associated protein 74"	Q9C0B2	1	1921951-2003837	"Predicted intracellular proteins"			
ENSG00000283361	CFAP97D2		"CFAP97 domain containing 2"		13	114154691-114223084	"Predicted intracellular proteins"			
ENSG00000206113	CFAP99		"Cilia and flagella associated protein 99"	D6REC4	4	2418974-2462942	"Predicted intracellular proteins"			
ENSG00000104818	CGB2		"Chorionic gonadotropin beta subunit 2"		19	49031912-49033238	"Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000138028	CGREF1	CGR11	"Cell growth regulator with EF-hand domain 1"	Q99674	2	27098889-27119115	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion, Cell cycle, Growth arrest"		
ENSG00000138135	CH25H		"Cholesterol 25-hydroxylase"	O95992	10	89205629-89207314	"Enzymes, Predicted membrane proteins"	"Lipid biosynthesis, Lipid metabolism, Steroid biosynthesis, Steroid metabolism, Sterol biosynthesis, Sterol metabolism"	"Monooxygenase, Oxidoreductase"	
ENSG00000116254	CHD5		"Chromodomain helicase DNA binding protein 5"	Q8TDI0	1	6101793-6180123	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Differentiation, Neurogenesis, Spermatogenesis, Transcription, Transcription regulation"	"Chromatin regulator, DNA-binding, Helicase, Hydrolase"	"Tumor suppressor"
ENSG00000171316	CHD7	"CRG, FLJ20357, FLJ20361, KIAA1416"	"Chromodomain helicase DNA binding protein 7"	Q9P2D1	8	60678778-60868028	"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"rRNA processing, Transcription, Transcription regulation"	"Chromatin regulator, DNA-binding, Helicase, Hydrolase"	"Cancer-related genes, Disease mutation, Hypogonadotropic hypogonadism, Kallmann syndrome"
ENSG00000134121	CHL1	"CALL, FLJ44930, L1CAM2, MGC132578"	"Cell adhesion molecule L1 like"	O00533	3	196596-409417	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Differentiation, Neurogenesis"	"Developmental protein"	
ENSG00000106069	CHN2	"ARHGAP3, RhoGAP3"	"Chimerin 2"	P52757	7	29146569-29514328	"Plasma proteins, Predicted intracellular proteins"		"GTPase activation"	
ENSG00000090539	CHRD		Chordin	Q9H2X0	3	184380073-184390736	"Plasma proteins, Predicted secreted proteins"		"Developmental protein"	
ENSG00000180720	CHRM4		"Cholinergic receptor muscarinic 4"	P08173	11	46385098-46386608	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000147434	CHRNA6		"Cholinergic receptor nicotinic alpha 6 subunit"	Q15825	8	42752620-42796392	"Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	
ENSG00000174343	CHRNA9	NACHRA9	"Cholinergic receptor nicotinic alpha 9 subunit"	Q9UGM1	4	40335329-40355217	"Predicted membrane proteins"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Ligand-gated ion channel, Receptor"	
ENSG00000147432	CHRNB3		"Cholinergic receptor nicotinic beta 3 subunit"	Q05901	8	42697376-42737407	"Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	
ENSG00000175264	CHST1	"C6ST, KSGal6ST"	"Carbohydrate sulfotransferase 1"	O43916	11	45648877-45665622	"Enzymes, Predicted intracellular proteins"	"Carbohydrate metabolism, Inflammatory response"	Transferase	
ENSG00000115526	CHST10	HNK-1ST	"Carbohydrate sulfotransferase 10"	O43529	2	100391860-100417656	"Predicted intracellular proteins, Predicted membrane proteins"	"Carbohydrate metabolism"	Transferase	
ENSG00000175040	CHST2	C6ST	"Carbohydrate sulfotransferase 2"	Q9Y4C5	3	143119331-143124014	"Predicted membrane proteins"	"Carbohydrate metabolism, Inflammatory response"	Transferase	
ENSG00000122966	CIT	"CITK, CRIK, KIAA0949, STK21"	"Citron rho-interacting serine/threonine kinase"	O14578	12	119685790-119877291	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Cell cycle, Cell division, Differentiation, Mitosis, Neurogenesis"	"Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase"	"Disease mutation, Primary microcephaly"
ENSG00000166165	CKB	CKBB	"Creatine kinase B"	P12277	14	103519659-103523111	"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"		"Kinase, Transferase"	"Cancer-related genes, FDA approved drug targets"
ENSG00000223572	CKMT1A	CKMT1	"Creatine kinase, mitochondrial 1A"	P12532	15	43692886-43699222	"Enzymes, FDA approved drug targets, Predicted intracellular proteins"		"Kinase, Transferase"	"FDA approved drug targets"
ENSG00000237289	CKMT1B	"CKMT, CKMT1, UMTCK"	"Creatine kinase, mitochondrial 1B"	P12532	15	43593054-43604901	"Enzymes, FDA approved drug targets, Predicted intracellular proteins"		"Kinase, Transferase"	"FDA approved drug targets"
ENSG00000163539	CLASP2	KIAA0627	"Cytoplasmic linker associated protein 2"	O75122	3	33496245-33718356	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"		
ENSG00000073464	CLCN4	"ClC-4, CLC4"	"Chloride voltage-gated channel 4"	P51793	X	10156945-10237660	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Transport"		"Disease mutation, Mental retardation"
ENSG00000013297	CLDN11	"OSP, OTM"	"Claudin 11"	O75508	3	170418865-170454733	"Predicted membrane proteins"			
ENSG00000165376	CLDN2		"Claudin 2"	P57739	X	106900164-106930861	"Predicted membrane proteins"			
ENSG00000213937	CLDN9		"Claudin 9"	O95484	16	3012456-3014505	"Predicted membrane proteins"	"Host-virus interaction"	"Host cell receptor for virus entry, Receptor"	
ENSG00000236279	CLEC2L	FLJ32986	"C-type lectin domain family 2 member L"	P0C7M8	7	139523856-139544984	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000106665	CLIP2	"CLIP, CLIP-115, CYLN2, KIAA0291, WBSCR3, WBSCR4, WSCR3, WSCR4"	"CAP-Gly domain containing linker protein 2"	Q9UDT6	7	74289475-74405943	"Plasma proteins, Predicted intracellular proteins"			"Williams-Beuren syndrome"
ENSG00000105270	CLIP3	"CLIPR-59, RSNL1"	"CAP-Gly domain containing linker protein 3"	Q96DZ5	19	36014660-36033343	"Predicted intracellular proteins"			
ENSG00000165959	CLMN	"FLJ12383, KIAA0500, KIAA1188"	Calmin	Q96JQ2	14	95181940-95319906	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		Actin-binding	
ENSG00000171603	CLSTN1	"CDHR12, CSTN1, KIAA0911"	"Calsyntenin 1"	O94985	1	9729026-9824526	"Cancer-related genes, Plasma proteins, Predicted membrane proteins"	"Cell adhesion"		"Cancer-related genes"
ENSG00000158258	CLSTN2	"CDHR13, CS2, CSTN2, FLJ39113"	"Calsyntenin 2"	Q9H4D0	3	139935185-140577397	"Predicted membrane proteins"	"Cell adhesion"		
ENSG00000139182	CLSTN3	"CDHR14, CSTN3, KIAA0726"	"Calsyntenin 3"	Q9BQT9	12	7129698-7158945	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"		
ENSG00000136110	CNMD	"BRICD3, CHM-I, CHM1, LECT1, MYETS1"	Chondromodulin	O75829	13	52703264-52739812	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Chondrogenesis, Differentiation"	"Developmental protein"	
ENSG00000119946	CNNM1	ACDP1	"Cyclin and CBS domain divalent metal cation transport mediator 1"	Q9NRU3	10	99329099-99394330	"Predicted membrane proteins"	"Ion transport, Transport"		
ENSG00000118432	CNR1	"CANN6, CB-R, CB1, CB1A, CB1K5, CNR"	"Cannabinoid receptor 1"	P21554	6	88139864-88166359	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets, Obesity"
ENSG00000119865	CNRIP1	"C2orf32, CRIP1, CRIP1a, CRIP1b, DKFZP566K1924"	"Cannabinoid receptor interacting protein 1"	Q96F85	2	68284171-68320051	"Predicted intracellular proteins"			
